CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_CHALM,Effect_CHALM,P_CAMDA,Effect_CAMDA,P_haEWAS,Effect_haEWAS,haEWAS_Driver,Group
cg19848924,Huntingtons_Disease_GSE72778,chr10,34344580,34344581,,,,0.617838444,-0.050130793,0.003536677,0.156252486,1.86E-09,-0.486800666,1.86E-09,-0.486800666,CAMDA,haEWAS-only
cg19850163,Huntingtons_Disease_GSE72778,chr2,228336753,228336754,AGFG1;AGFG1;AGFG1;AGFG1,TSS200;TSS200;TSS200;TSS200,Island,0.000526804,-0.165096693,0.001565295,-0.097139885,0.001200602,-0.048073485,0.001200602,-0.048073485,None,Beta-only
cg19850855,Huntingtons_Disease_GSE72778,chr5,93333655,93333656,FAM172A;FAM172A;FAM172A;FAM172A,Body;Body;Body;Body,,0.000378873,0.148107637,7.78E-05,0.152912052,1,0,7.78E-05,0.152912052,CHALM,Common
cg19855227,Huntingtons_Disease_GSE72778,chr14,23451711,23451712,JUB;JUB,1stExon;5'UTR,Island,1.22E-05,-0.519042802,1,0,1,0,1,0,None,Beta-only
cg19857407,Huntingtons_Disease_GSE72778,chr7,110272993,110272994,,,,0.000218223,-0.183585027,0.017599905,-0.131360356,0.005219843,0.079472728,0.005219843,0.079472728,None,Beta-only
cg19857925,Huntingtons_Disease_GSE72778,chr1,54092152,54092153,GLIS1,5'UTR,,0.00087106,0.215407166,0.028122679,0.132669175,0.150707263,-0.073342294,0.028122679,0.132669175,None,Beta-only
cg19860752,Huntingtons_Disease_GSE72778,chr18,37332566,37332567,LOC647946,TSS1500,,0.000585378,0.13854622,0.010921632,0.097486419,0.072096161,-0.020783279,0.010921632,0.097486419,None,Beta-only
cg19861117,Huntingtons_Disease_GSE72778,chr19,46456325,46456326,NOVA2,Body,Island,0.000548857,-0.179533747,0.192145362,-0.05927932,0.656178092,-0.004390987,0.192145362,-0.05927932,None,Beta-only
cg19861147,Huntingtons_Disease_GSE72778,chr1,13881542,13881543,,,Island,0.03313006,-0.112016201,1,0,0.000822057,0.172587953,0.000822057,0.172587953,CAMDA,haEWAS-only
cg19861260,Huntingtons_Disease_GSE72778,chr7,87228749,87228750,ABCB1,Body,N_Shore,0.000983253,0.172159895,0.00952075,0.11593196,0.154915348,-0.064430825,0.00952075,0.11593196,None,Beta-only
cg19865237,Huntingtons_Disease_GSE72778,chr14,104690244,104690245,,,Island,0.072731193,-0.130310689,0.235695025,-0.032099206,0.000648448,0.325753521,0.000648448,0.325753521,CAMDA,haEWAS-only
cg19865896,Huntingtons_Disease_GSE72778,chr17,80285230,80285231,SECTM1,5'UTR,,0.004895374,-0.094179438,0.284657735,-0.015472382,0.000358195,0.115799781,0.000358195,0.115799781,CAMDA,haEWAS-only
cg19867649,Huntingtons_Disease_GSE72778,chr11,12030838,12030839,DKK3;DKK3;DKK3;DKK3,TSS1500;1stExon;TSS1500;5'UTR,Island,0.001105715,-0.214314982,0.055777138,-0.009349765,0.082033531,0.008454348,0.055777138,-0.009349765,None,Beta-only
cg19867917,Huntingtons_Disease_GSE72778,chr2,3642629,3642630,COLEC11;COLEC11,TSS200;TSS200,Island,6.37E-11,-0.4053827,1.35E-07,-1.205966155,1.36E-06,0.224007833,1.35E-07,-1.205966155,Both,Common
cg19869469,Huntingtons_Disease_GSE72778,chr6,33561266,33561267,C6orf227,TSS200,S_Shore,0.624884371,-0.014895314,2.86E-05,-0.143396717,0.001346601,-0.041121853,2.86E-05,-0.143396717,CHALM,haEWAS-only
cg19872068,Huntingtons_Disease_GSE72778,chr17,44250734,44250735,KIAA1267,TSS1500,,0.000116652,0.139201202,1,0,1,0,1,0,None,Beta-only
cg19874421,Huntingtons_Disease_GSE72778,chr4,72203901,72203902,SLC4A4;SLC4A4;SLC4A4,Body;TSS1500;Body,,0.000551514,-0.247609982,0.015120847,-0.173532645,0.000254125,0.190396185,0.000254125,0.190396185,CAMDA,Common
cg19875375,Huntingtons_Disease_GSE72778,chr11,46740666,46740667,F2,TSS200,,0.012982902,0.114073042,0.074498884,0.083424604,0.000349718,-0.129922352,0.000349718,-0.129922352,CAMDA,haEWAS-only
cg19875532,Huntingtons_Disease_GSE72778,chr10,135052004,135052005,VENTX,Body,Island,0.001353572,-0.183677711,0.121098524,-0.073150924,0.530527376,-0.004705333,0.121098524,-0.073150924,None,Beta-only
cg19875535,Huntingtons_Disease_GSE72778,chr5,140030758,140030759,IK,Body,S_Shelf,0.001273591,-0.299564209,1,0,1,0,1,0,None,Beta-only
cg19875936,Huntingtons_Disease_GSE72778,chr12,7858848,7858849,,,S_Shore,0.001091055,-0.09258313,0.058985183,-1.226129431,0.012357278,0.063447709,0.012357278,0.063447709,None,Beta-only
cg19876092,Huntingtons_Disease_GSE72778,chr4,144208277,144208278,,,,0.000115939,0.267996113,0.117756011,0.103339296,0.110378444,-0.039331858,0.110378444,-0.039331858,None,Beta-only
cg19876542,Huntingtons_Disease_GSE72778,chr19,36763026,36763027,,,N_Shore,3.57E-13,1.017895884,0.057573805,0.269714105,0.001916523,-0.488086295,0.001916523,-0.488086295,None,Beta-only
cg19877103,Huntingtons_Disease_GSE72778,chr8,143851371,143851372,LYNX1;LYNX1,TSS200;Body,,0.111754194,-0.077331853,0.035866066,-0.968586811,0.000581314,0.137416748,0.000581314,0.137416748,CAMDA,haEWAS-only
cg19878597,Huntingtons_Disease_GSE72778,chr14,53684327,53684328,,,,0.000380221,-0.353341773,0.253639876,-0.022785156,0.337605343,0.004095349,0.253639876,-0.022785156,None,Beta-only
cg19881263,Huntingtons_Disease_GSE72778,chr16,31073037,31073038,ZNF668,Body,Island,0.001340965,-0.166493478,0.021085381,0.373645036,0.223129456,0.061576908,0.021085381,0.373645036,None,Beta-only
cg19882119,Huntingtons_Disease_GSE72778,chr7,207069,207070,FAM20C,Body,Island,0.00122149,-0.224667746,1,0,0.002895166,0.202482135,0.002895166,0.202482135,None,Beta-only
cg19882132,Huntingtons_Disease_GSE72778,chr14,106167949,106167950,,,S_Shelf,1.45E-05,-0.316792425,1,0,1,0,1,0,None,Beta-only
cg19882784,Huntingtons_Disease_GSE72778,chr7,134856562,134856563,C7orf49;C7orf49;C7orf49,TSS1500;TSS1500;TSS1500,S_Shore,7.83E-06,0.246237879,0.402423983,0.061147435,0.008791624,-0.032957855,0.008791624,-0.032957855,None,Beta-only
cg19884223,Huntingtons_Disease_GSE72778,chr5,140554610,140554611,PCDHB7,1stExon,Island,4.60E-15,-0.249462858,1.95E-08,-0.154520236,0.000399038,0.067143704,1.95E-08,-0.154520236,Both,Common
cg19884600,Huntingtons_Disease_GSE72778,chr1,158901938,158901939,PYHIN1;PYHIN1;PYHIN1;PYHIN1,5'UTR;5'UTR;5'UTR;5'UTR,,0.048579257,-0.127905686,0.033492413,-0.150329077,0.00072466,0.131773987,0.00072466,0.131773987,CAMDA,haEWAS-only
cg19884937,Huntingtons_Disease_GSE72778,chr6,33872665,33872666,,,,1.27E-05,0.179823348,0.007062533,0.095134424,1,0,0.007062533,0.095134424,None,Beta-only
cg19885587,Huntingtons_Disease_GSE72778,chr8,7441706,7441707,,,,0.00013951,-0.143379486,1,0,1,0,1,0,None,Beta-only
cg19889856,Huntingtons_Disease_GSE72778,chr7,134856654,134856655,C7orf49;C7orf49;C7orf49,TSS1500;TSS1500;TSS1500,S_Shore,0.001139218,0.316796425,0.382294245,-0.136042118,0.174194193,0.044591521,0.174194193,0.044591521,None,Beta-only
cg19891452,Huntingtons_Disease_GSE72778,chr13,112978703,112978704,,,,0.000106572,0.239522641,1,0,1,0,1,0,None,Beta-only
cg19893132,Huntingtons_Disease_GSE72778,chr12,125425209,125425210,,,,0.000148223,0.249667957,0.003443388,0.189150134,2.92E-09,0.083492177,2.92E-09,0.083492177,CAMDA,Common
cg19895124,Huntingtons_Disease_GSE72778,chr8,7538130,7538131,,,Island,0.022025035,0.223064854,0.1149903,0.003298662,0.000824614,-0.046140133,0.000824614,-0.046140133,CAMDA,haEWAS-only
cg19899609,Huntingtons_Disease_GSE72778,chr4,38320761,38320762,,,,0.011294961,0.125375171,0.001396691,0.134435014,0.00075336,0.116515868,0.00075336,0.116515868,CAMDA,haEWAS-only
cg19901468,Huntingtons_Disease_GSE72778,chr14,105411992,105411993,AHNAK2,Body,,4.92E-08,-0.525351392,0.849201452,-0.032435366,0.001491694,0.283337995,0.001491694,0.283337995,None,Beta-only
cg19901956,Huntingtons_Disease_GSE72778,chr11,77921274,77921275,USP35,Body,Island,0.001245649,-0.179605515,0.754901526,-0.057649597,9.97E-05,0.208738344,9.97E-05,0.208738344,CAMDA,Common
cg19906672,Huntingtons_Disease_GSE72778,chr4,6918868,6918869,TBC1D14;TBC1D14,5'UTR;5'UTR,,0.52041637,-0.037184012,5.76E-07,-0.334173927,0.123570003,0.030556907,5.76E-07,-0.334173927,CHALM,haEWAS-only
cg19907257,Huntingtons_Disease_GSE72778,chr1,161450473,161450474,,,,8.94E-05,-0.197989749,0.231806222,-0.064222857,0.01284058,0.109636828,0.01284058,0.109636828,None,Beta-only
cg19908485,Huntingtons_Disease_GSE72778,chr1,149156294,149156295,,,Island,0.952037599,-0.003746599,0.000502743,0.160514908,0.391235549,0.014707078,0.000502743,0.160514908,CHALM,haEWAS-only
cg19908768,Huntingtons_Disease_GSE72778,chr2,108994325,108994326,SULT1C4,TSS200,,0.00020784,0.136487803,3.13E-06,0.150569689,0.000693432,0.075406731,3.13E-06,0.150569689,Both,Common
cg19909239,Huntingtons_Disease_GSE72778,chr4,111555503,111555504,PITX2;PITX2,5'UTR;5'UTR,Island,0.000274925,-0.116760867,0.001930669,-0.058691998,0.004456568,-0.015743622,0.001930669,-0.058691998,None,Beta-only
cg19912197,Huntingtons_Disease_GSE72778,chr17,26523257,26523258,NLK,3'UTR,,0.007313114,0.124575694,0.012555844,0.105572147,0.000625087,-0.096815031,0.000625087,-0.096815031,CAMDA,haEWAS-only
cg19912883,Huntingtons_Disease_GSE72778,chr2,87140809,87140810,RGPD2,TSS200,Island,0.01991465,-0.078093187,0.009033297,-0.620833326,0.000140325,0.070544951,0.000140325,0.070544951,CAMDA,haEWAS-only
cg19912956,Huntingtons_Disease_GSE72778,chr17,48563099,48563100,RSAD1,3'UTR,,0.079408294,0.072204835,0.146034569,0.057168758,0.000318689,-0.099117455,0.000318689,-0.099117455,CAMDA,haEWAS-only
cg19914732,Huntingtons_Disease_GSE72778,chr19,22715077,22715078,,,N_Shore,8.89E-07,0.203029852,0.005513017,0.125043217,6.67E-07,0.027910376,6.67E-07,0.027910376,CAMDA,Common
cg19917512,Huntingtons_Disease_GSE72778,chr2,107104052,107104053,,,Island,7.34E-05,0.109193041,0.007987855,0.050322583,0.010279807,0.017976694,0.007987855,0.050322583,None,Beta-only
cg19921355,Huntingtons_Disease_GSE72778,chr19,14049093,14049094,PODNL1;PODNL1;PODNL1;PODNL1,Body;5'UTR;1stExon;Body,,0.007514857,-0.062684867,0.0113573,-0.058905066,0.000602094,0.022300866,0.000602094,0.022300866,CAMDA,haEWAS-only
cg19921651,Huntingtons_Disease_GSE72778,chr10,44494208,44494209,,,,8.08E-05,0.39872222,6.49E-06,0.573653209,0.019313902,-0.121667398,6.49E-06,0.573653209,CHALM,Common
cg19925112,Huntingtons_Disease_GSE72778,chr3,172163211,172163212,GHSR,Body,N_Shelf,1.89E-05,0.186274066,0.030646863,0.081606766,1.05E-05,-0.143641587,1.05E-05,-0.143641587,CAMDA,Common
cg19926630,Huntingtons_Disease_GSE72778,chr4,1401854,1401855,,,N_Shore,0.90370163,0.007721759,0.000380056,-0.010687552,0.989108258,0.00022326,0.000380056,-0.010687552,CHALM,haEWAS-only
cg19928294,Huntingtons_Disease_GSE72778,chr6,102943909,102943910,,,,0.119684659,0.066114513,0.290532728,0.036830536,0.000619495,-0.072708491,0.000619495,-0.072708491,CAMDA,haEWAS-only
cg19928377,Huntingtons_Disease_GSE72778,chr5,140249735,140249736,PCDHA6;PCDHA2;PCDHA1;PCDHA9;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA11;PCDHA11;PCDHA10;PCDHA3;PCDHA4;PCDHA10;PCDHA8,Body;Body;Body;Body;Body;Body;Body;Body;1stExon;1stExon;Body;Body;Body;Body;Body,Island,0.000277792,0.164406646,0.025658135,0.139529237,0.020840982,-0.104402135,0.020840982,-0.104402135,None,Beta-only
cg19928764,Huntingtons_Disease_GSE72778,chr5,40835490,40835491,RPL37,TSS200,Island,3.41E-07,-0.355341102,1,0,1,0,1,0,None,Beta-only
cg19930116,Huntingtons_Disease_GSE72778,chr14,50809588,50809589,CDKL1,Body,,0.000357725,0.213968436,0.006125916,0.139399179,0.001430441,0.096313472,0.001430441,0.096313472,None,Beta-only
cg19930417,Huntingtons_Disease_GSE72778,chr17,80279562,80279563,SECTM1,3'UTR,Island,0.000183549,0.113704371,0.00244744,0.046426784,0.074623597,-0.001800767,0.00244744,0.046426784,None,Beta-only
cg19930802,Huntingtons_Disease_GSE72778,chr15,25972474,25972475,ATP10A,Body,,0.002118646,0.167286613,9.41E-06,0.287565443,0.001418543,-0.149481032,9.41E-06,0.287565443,CHALM,haEWAS-only
cg19931491,Huntingtons_Disease_GSE72778,chr11,125328008,125328009,FEZ1,Body,,0.000413454,-0.185848315,0.044277273,-0.107544579,0.279168713,-0.019265253,0.044277273,-0.107544579,None,Beta-only
cg19932177,Huntingtons_Disease_GSE72778,chr13,34392073,34392074,RFC3;RFC3,TSS200;TSS200,N_Shore,0.116897729,-0.078772856,0.014010419,-0.034948445,3.46E-05,0.008581545,3.46E-05,0.008581545,CAMDA,haEWAS-only
cg19933311,Huntingtons_Disease_GSE72778,chrX,111158281,111158282,TRPC5,Body,,1.62E-05,-0.529449921,0.012857785,-0.24452144,0.000978092,0.300619485,0.000978092,0.300619485,CAMDA,Common
cg19935756,Huntingtons_Disease_GSE72778,chr4,47423779,47423780,GABRB1,Body,N_Shelf,5.13E-09,-1.243813826,0.001792099,1.047059664,1,0,0.001792099,1.047059664,None,Beta-only
cg19937577,Huntingtons_Disease_GSE72778,chr14,21058901,21058902,RNASE12;RNASE12;RNASE11,1stExon;5'UTR;TSS1500,,0.000501309,0.253742096,0.701479627,0.028780373,1,0,0.701479627,0.028780373,None,Beta-only
cg19938194,Huntingtons_Disease_GSE72778,chr7,794218,794219,HEATR2,Body,Island,0.01338998,-0.135585947,0.000143538,-0.215702937,0.002674714,0.159270243,0.000143538,-0.215702937,CHALM,haEWAS-only
cg19939065,Huntingtons_Disease_GSE72778,chr3,116163765,116163766,LSAMP,1stExon,,0.133913487,0.078131805,0.567238095,0.01666484,0.000675268,0.068456357,0.000675268,0.068456357,CAMDA,haEWAS-only
cg19946699,Huntingtons_Disease_GSE72778,chr21,40817645,40817646,SH3BGR,TSS200,Island,0.000155906,0.153409139,1,0,1,0,1,0,None,Beta-only
cg19948393,Huntingtons_Disease_GSE72778,chr12,52281810,52281811,ANKRD33;ANKRD33;ANKRD33;ANKRD33,1stExon;5'UTR;1stExon;5'UTR,,0.21378093,-0.062898449,0.000569377,-0.1637369,0.152849577,0.024153456,0.000569377,-0.1637369,CHALM,haEWAS-only
cg19952095,Huntingtons_Disease_GSE72778,chr4,146019733,146019734,ABCE1;ANAPC10;ABCE1,5'UTR;TSS1500;5'UTR,Island,0.035150924,-0.125601232,0.000112622,-0.097086434,2.52E-06,-0.059841177,2.52E-06,-0.059841177,Both,haEWAS-only
cg19953917,Huntingtons_Disease_GSE72778,chr3,159336684,159336685,SCHIP1,Body,,0.002303057,0.239017071,0.000118715,0.322064627,0.000131123,-0.223000678,0.000118715,0.322064627,Both,haEWAS-only
cg19956155,Huntingtons_Disease_GSE72778,chr5,176511416,176511417,,,N_Shelf,0.024075799,-0.087776503,0.000346859,-0.129253747,0.005985851,0.046897959,0.000346859,-0.129253747,CHALM,haEWAS-only
cg19958389,Huntingtons_Disease_GSE72778,chr14,24105202,24105203,DHRS2;DHRS2,TSS1500;TSS1500,,0.726537692,0.013152528,0.064424457,0.038909285,0.000339688,-0.044854497,0.000339688,-0.044854497,CAMDA,haEWAS-only
cg19958890,Huntingtons_Disease_GSE72778,chr3,63637558,63637559,SNTN,TSS1500,,3.77E-05,0.290370148,0.001415615,0.266132893,5.17E-10,-0.351762876,5.17E-10,-0.351762876,CAMDA,Common
cg19959477,Huntingtons_Disease_GSE72778,chr12,52610273,52610274,LOC283404,Body,,0.001642039,-0.231942464,3.58E-05,-0.284569051,1.06E-06,0.157660078,1.06E-06,0.157660078,Both,haEWAS-only
cg19961153,Huntingtons_Disease_GSE72778,chr2,233271154,233271155,ALPPL2,TSS1500,N_Shore,3.94E-06,-0.884480284,0.034733596,-0.115793895,0.577610338,0.122605811,0.034733596,-0.115793895,None,Beta-only
cg19961173,Huntingtons_Disease_GSE72778,chr11,133788902,133788903,IGSF9B,3'UTR,Island,6.40E-09,-0.196419323,7.25E-05,-0.14081955,0.635881272,0.003976782,7.25E-05,-0.14081955,CHALM,Common
cg19961460,Huntingtons_Disease_GSE72778,chr7,155724227,155724228,,,,0.001290453,-0.166350797,0.596578531,-0.033900886,0.000211722,0.101237627,0.000211722,0.101237627,CAMDA,Common
cg19961522,Huntingtons_Disease_GSE72778,chr20,30407388,30407389,MYLK2,Body,N_Shelf,0.004047657,0.188393197,8.79E-05,0.330003896,0.004095452,-0.123873029,8.79E-05,0.330003896,CHALM,haEWAS-only
cg19964403,Huntingtons_Disease_GSE72778,chr2,235961524,235961525,SH3BP4,Body,,1.50E-13,-1.015469835,2.02E-06,-0.450561627,0.004456261,0.372261157,2.02E-06,-0.450561627,CHALM,Common
cg19969650,Huntingtons_Disease_GSE72778,chr5,1634502,1634503,LOC728613,TSS1500,S_Shore,0.003979115,0.20707793,0.152619852,0.12958804,0.000673091,-0.061414315,0.000673091,-0.061414315,CAMDA,haEWAS-only
cg19970121,Huntingtons_Disease_GSE72778,chr11,93822184,93822185,HEPHL1,Body,Island,4.19E-06,-0.202225871,3.72E-05,-0.128855898,0.000253464,0.158121725,3.72E-05,-0.128855898,Both,Common
cg19974599,Huntingtons_Disease_GSE72778,chr11,102980366,102980367,DYNC2H1;DYNC2H1,1stExon;1stExon,,6.13E-08,-0.2835655,1,0,1,0,1,0,None,Beta-only
cg19975849,Huntingtons_Disease_GSE72778,chr12,116310045,116310046,,,,6.89E-06,0.180964387,0.103250053,0.061544133,1,0,0.103250053,0.061544133,None,Beta-only
cg19976037,Huntingtons_Disease_GSE72778,chr17,80096661,80096662,CCDC57,Body,,6.93E-06,0.596269273,0.429034675,-0.030886971,0.451146438,0.068062157,0.429034675,-0.030886971,None,Beta-only
cg19978955,Huntingtons_Disease_GSE72778,chr17,80212361,80212362,CSNK1D;CSNK1D,Body;Body,Island,1.13E-07,-0.165289481,1,0,1,0,1,0,None,Beta-only
cg19980199,Huntingtons_Disease_GSE72778,chr5,480033,480034,SLC9A3,Body,N_Shore,0.0252478,0.106739733,0.000370859,0.190268415,0.016814588,-0.093535128,0.000370859,0.190268415,CHALM,haEWAS-only
cg19980929,Huntingtons_Disease_GSE72778,chr12,42632907,42632908,YAF2,TSS1500,S_Shore,0.174338393,-0.066536336,0.000112902,-0.17164006,0.033705269,0.052618332,0.000112902,-0.17164006,CHALM,haEWAS-only
cg19982668,Huntingtons_Disease_GSE72778,chr17,61753497,61753498,MAP3K3;MAP3K3,Body;Body,,0.00083459,-0.122021175,0.65574986,-0.015341705,0.857055824,-0.003717711,0.65574986,-0.015341705,None,Beta-only
cg19987611,Huntingtons_Disease_GSE72778,chr2,102090791,102090792,RFX8,5'UTR,Island,0.000656818,0.198259106,0.034131835,0.034427984,0.03402847,0.007699394,0.03402847,0.007699394,None,Beta-only
cg19988426,Huntingtons_Disease_GSE72778,chr10,130064021,130064022,,,Island,0.259968708,-0.073565279,0.040355022,-0.159869667,6.78E-05,0.173196704,6.78E-05,0.173196704,CAMDA,haEWAS-only
cg19990022,Huntingtons_Disease_GSE72778,chr5,140430619,140430620,PCDHB1,TSS1500,,0.000233492,0.196000476,0.032917427,0.104550628,0.058539684,0.028190113,0.032917427,0.104550628,None,Beta-only
cg19990229,Huntingtons_Disease_GSE72778,chr5,54530436,54530437,CCNO,TSS1500,S_Shore,5.61E-08,-0.472826269,0.214994011,-0.044664774,0.489354532,-0.003807707,0.214994011,-0.044664774,None,Beta-only
cg19990379,Huntingtons_Disease_GSE72778,chr1,145611441,145611442,POLR3C;RNF115,TSS1500;Body,Island,6.26E-11,-0.471851667,1,0,1,0,1,0,None,Beta-only
cg19996418,Huntingtons_Disease_GSE72778,chr8,145737578,145737579,RECQL4,Body,N_Shore,0.797243798,-0.013070924,0.258908936,-0.100482912,0.000354233,0.198364134,0.000354233,0.198364134,CAMDA,haEWAS-only
cg20000342,Huntingtons_Disease_GSE72778,chr17,56031856,56031857,,,Island,0.000866649,-0.138056259,2.69E-05,-0.105741794,0.005917051,-0.050866598,2.69E-05,-0.105741794,CHALM,Common
cg20003893,Huntingtons_Disease_GSE72778,chr8,144489567,144489568,,,Island,0.000468529,-0.177027385,0.138104922,-0.0595235,0.006387983,0.100444217,0.006387983,0.100444217,None,Beta-only
cg20005923,Huntingtons_Disease_GSE72778,chr17,76227280,76227281,LOC283999,TSS200,N_Shore,0.000123895,-0.166843545,0.004788085,-0.14858619,0.001836614,0.068685209,0.001836614,0.068685209,None,Beta-only
cg20007245,Huntingtons_Disease_GSE72778,chr22,24372913,24372914,LOC391322,TSS1500,Island,1.10E-06,0.410397121,1,0,1,0,1,0,None,Beta-only
cg20009356,Huntingtons_Disease_GSE72778,chr21,47711966,47711967,C21orf57;C21orf57,3'UTR;Body,,0.012036068,0.292769705,0.270001343,0.192454869,5.34E-06,-0.585591195,5.34E-06,-0.585591195,CAMDA,haEWAS-only
cg20011940,Huntingtons_Disease_GSE72778,chr11,108503428,108503429,,,,0.001338243,0.137106746,0.269091586,0.038778519,1,0,0.269091586,0.038778519,None,Beta-only
cg20014412,Huntingtons_Disease_GSE72778,chr1,25381898,25381899,,,,0.001122038,0.157415658,0.543544368,0.021974778,0.022257299,-0.101403115,0.022257299,-0.101403115,None,Beta-only
cg20014942,Huntingtons_Disease_GSE72778,chr22,48977448,48977449,FAM19A5;FAM19A5,Body;Body,S_Shore,0.00061203,0.210575974,0.119418941,0.126830516,0.667118763,-0.021748261,0.119418941,0.126830516,None,Beta-only
cg20016490,Huntingtons_Disease_GSE72778,chr14,78061135,78061136,SPTLC2,Body,,0.000265755,-0.377977325,0.005669829,-0.323003554,5.20E-06,0.254890217,5.20E-06,0.254890217,CAMDA,Common
cg20016767,Huntingtons_Disease_GSE72778,chr10,3248143,3248144,,,,0.000179143,-0.286032601,0.000488387,-0.781783381,2.67E-16,0.556036159,2.67E-16,0.556036159,Both,Common
cg20017683,Huntingtons_Disease_GSE72778,chr1,25655526,25655527,RHD;RHD,3'UTR;3'UTR,,0.04261712,-0.220068651,2.39E-07,-0.719576217,0.373480624,0.033892986,2.39E-07,-0.719576217,CHALM,haEWAS-only
cg20017761,Huntingtons_Disease_GSE72778,chr20,25128807,25128808,LOC284798;LOC284798;LOC284798,TSS200;Body;Body,Island,1.56E-05,-0.170322774,0.001179125,-0.130961428,0.020117808,0.075761205,0.001179125,-0.130961428,None,Beta-only
cg20018660,Huntingtons_Disease_GSE72778,chr14,105247049,105247050,AKT1;AKT1;AKT1,Body;Body;Body,,0.000450198,0.130655189,0.002741354,0.037402064,0.004761223,-0.10486209,0.002741354,0.037402064,None,Beta-only
cg20022541,Huntingtons_Disease_GSE72778,chr14,94385395,94385396,FAM181A;C14orf86,5'UTR;Body,,1.14E-06,-0.8370951,1,0,1,0,1,0,None,Beta-only
cg20025135,Huntingtons_Disease_GSE72778,chr4,107446698,107446699,,,,0.034292982,-0.109206179,0.020708681,-0.375478599,0.000283717,0.137009873,0.000283717,0.137009873,CAMDA,haEWAS-only
cg20027946,Huntingtons_Disease_GSE72778,chr4,154174325,154174326,TRIM2;TRIM2,Body;5'UTR,S_Shelf,4.06E-08,-0.697654398,0.188276217,0.200189371,1,0,0.188276217,0.200189371,None,Beta-only
cg20030294,Huntingtons_Disease_GSE72778,chr14,101618282,101618283,,,,9.20E-06,-0.126852242,0.073647669,-0.055464583,0.020201824,0.020517719,0.020201824,0.020517719,None,Beta-only
cg20032789,Huntingtons_Disease_GSE72778,chr10,30336565,30336566,KIAA1462,Body,,0.331334509,0.069271668,0.000185296,-0.732464521,0.147514687,-0.104041435,0.000185296,-0.732464521,CHALM,haEWAS-only
cg20033591,Huntingtons_Disease_GSE72778,chr4,8233264,8233265,SH3TC1,Body,,0.056564302,0.224585587,0.000139231,0.211347622,5.37E-06,-0.556136296,5.37E-06,-0.556136296,Both,haEWAS-only
cg20033771,Huntingtons_Disease_GSE72778,chr10,94818704,94818705,EXOC6;EXOC6,3'UTR;3'UTR,N_Shore,0.001339875,0.207992469,0.003049604,0.185529087,1,0,0.003049604,0.185529087,None,Beta-only
cg20033940,Huntingtons_Disease_GSE72778,chr14,101013174,101013175,BEGAIN;BEGAIN,Body;Body,S_Shore,7.34E-08,-0.572175195,8.25E-06,-0.507678676,0.001568107,-0.072932715,8.25E-06,-0.507678676,CHALM,Common
cg20034226,Huntingtons_Disease_GSE72778,chr17,18529285,18529286,CCDC144B,TSS1500,S_Shore,0.0011424,-0.144708251,1,0,1,0,1,0,None,Beta-only
cg20034712,Huntingtons_Disease_GSE72778,chr19,52675470,52675471,ZNF836,TSS1500,S_Shore,2.34E-06,0.263192731,0.001421982,0.20048327,0.003012564,-0.101972701,0.001421982,0.20048327,None,Beta-only
cg20035105,Huntingtons_Disease_GSE72778,chr2,130691956,130691957,LOC389033,TSS200,Island,0.000923201,0.116370679,1,0,1,0,1,0,None,Beta-only
cg20041088,Huntingtons_Disease_GSE72778,chr1,91192803,91192804,,,Island,0.00018804,-0.249304435,0.081619669,-0.069197141,0.059150848,0.009888252,0.059150848,0.009888252,None,Beta-only
cg20042731,Huntingtons_Disease_GSE72778,chr21,47344932,47344933,PCBP3;PCBP3,Body;Body,Island,0.000477869,-0.162343957,0.251375744,-0.027493223,0.000513762,0.163893108,0.000513762,0.163893108,CAMDA,Common
cg20044090,Huntingtons_Disease_GSE72778,chr18,44545794,44545795,KATNAL2;TCEB3CL,5'UTR;TSS1500,S_Shore,0.000887025,0.116551186,4.79E-08,0.265313006,1.37E-07,-0.144806073,4.79E-08,0.265313006,Both,Common
cg20045882,Huntingtons_Disease_GSE72778,chr14,69261160,69261161,ZFP36L1,TSS1500,Island,8.12E-05,-0.442415878,1,0,1,0,1,0,None,Beta-only
cg20048045,Huntingtons_Disease_GSE72778,chr10,73770523,73770524,CHST3,3'UTR,S_Shelf,4.26E-05,-0.197072392,0.308305681,-0.052109592,0.010211203,0.041034863,0.010211203,0.041034863,None,Beta-only
cg20049273,Huntingtons_Disease_GSE72778,chr8,125293010,125293011,,,,0.003563712,-0.136428414,0.00098231,-0.148464525,0.00036506,0.085170307,0.00036506,0.085170307,CAMDA,haEWAS-only
cg20050093,Huntingtons_Disease_GSE72778,chr10,120102302,120102303,C10orf84;C10orf84,TSS1500;TSS1500,S_Shore,0.003580178,-0.160967533,0.279465217,-0.047504191,1.78E-05,0.104613767,1.78E-05,0.104613767,CAMDA,haEWAS-only
cg20055861,Huntingtons_Disease_GSE72778,chr15,68055293,68055294,MAP2K5;MAP2K5,Body;Body,,0.240520548,-0.071723673,0.554227604,-0.041791058,0.000899585,0.106654008,0.000899585,0.106654008,CAMDA,haEWAS-only
cg20057198,Huntingtons_Disease_GSE72778,chr2,731561,731562,,,N_Shore,2.76E-05,0.335157287,1,0,1,0,1,0,None,Beta-only
