CpG_ID,Dataset,chromosome,start,end,gene_name,gene_region,relation_to_island,P_Beta,Effect_Beta,P_haEWAS,Effect_haEWAS,Group
cg19265131,Total_PBB_Exposure_GSE116339,chr1,5812013,5812014,,,,1.51124585032341e-05,-0.0041342355275666,5.61113724047362e-05,-0.0029256739475202,Common
cg19267213,Total_PBB_Exposure_GSE116339,chr17,74908714,74908715,MGAT5B;MGAT5B,Body;Body,,3.675014441476e-05,-0.0045246785245028,0.0001507630559485,0.0028667279014281,haEWAS-specific
cg19271099,Total_PBB_Exposure_GSE116339,chr10,77162751,77162752,ZNF503;ZNF503;ZNF503-AS2;ZNF503-AS2;ZNF503-AS2;ZNF503-AS2;ZNF503-AS2;ZNF503-AS2,TSS1500;TSS1500;TSS1500;TSS1500;TSS1500;TSS200;Body;Body,Island,0.068364887674564,0.0012243137110202,3.54268657426591e-05,0.0003169158684918,haEWAS-specific
cg19271111,Total_PBB_Exposure_GSE116339,chr3,147140124,147140125,,,S_Shore,0.209572509137236,0.000729423538866,0.0001056842401576,-0.000158939749335,haEWAS-specific
cg19278744,Total_PBB_Exposure_GSE116339,chr4,78079628,78079629,CCNG2,5'UTR,S_Shore,0.178957310735297,0.0007118214280427,6.23217551926466e-05,0.0016851871871786,haEWAS-specific
cg19282250,Total_PBB_Exposure_GSE116339,chr9,79328522,79328523,PRUNE2,Body,,0.0201259550516992,-0.0021091860463887,3.1168146323327e-05,-0.0003635792069102,haEWAS-specific
cg19307584,Total_PBB_Exposure_GSE116339,chr7,29244379,29244380,CHN2,Body,,0.0235644732315814,0.0022214188683832,1.61053481036277e-07,-0.0021594069466019,haEWAS-specific
cg19317650,Total_PBB_Exposure_GSE116339,chrX,48417589,48417590,TBC1D25,Body,,0.0294522826226106,0.0023543791632829,2.54841364930081e-05,0.0197064551924529,haEWAS-specific
cg19318186,Total_PBB_Exposure_GSE116339,chrX,49643634,49643635,USP27X;LOC158572,TSS1500;Body,Island,0.0045741540800328,-0.0024795103835221,3.80861461383656e-05,-0.0028347487457658,haEWAS-specific
cg19331221,Total_PBB_Exposure_GSE116339,chr15,90728027,90728028,SEMA4B,TSS200,Island,0.0001287930242178,-0.0039246016799144,3.97209372135444e-05,-0.0012368937645767,haEWAS-specific
cg19333963,Total_PBB_Exposure_GSE116339,chr19,1467979,1467980,APC2,Body,Island,9.24150187189461e-06,0.0037665137755566,0.0009045573468005,0.0001700876933912,EWAS-specific
cg19335003,Total_PBB_Exposure_GSE116339,chr5,140185966,140185967,PCDHA4;PCDHA4;PCDHA1;PCDHA1;PCDHA2;PCDHA3,TSS1500;TSS1500;Body;Body;Body;Body,N_Shore,0.0011662237485636,-0.0065649101476108,2.09112232054964e-05,-0.0058273896621853,haEWAS-specific
cg19350420,Total_PBB_Exposure_GSE116339,chr22,42764760,42764761,,,Island,0.0057160642360239,0.0014815697056964,0.0001205907096513,0.0005179427668337,haEWAS-specific
cg19361746,Total_PBB_Exposure_GSE116339,chr10,69587923,69587924,DNAJC12;DNAJC12,Body;Body,,0.0205080642881744,0.0030079904143741,5.17400820046315e-05,-0.0043250397385204,haEWAS-specific
cg19378729,Total_PBB_Exposure_GSE116339,chr1,26484249,26484250,GRRP1,TSS1500,N_Shelf,0.0295094338189855,0.0015277937158427,0.000115742429839,-0.0018186210193285,haEWAS-specific
cg19379625,Total_PBB_Exposure_GSE116339,chr4,71859087,71859088,DCK,TSS200,N_Shore,0.0001217271118459,-0.002354816698647,1.3483944711135e-06,-0.000221120177078,haEWAS-specific
cg19403029,Total_PBB_Exposure_GSE116339,chr8,10587055,10587056,SOX7,Body,N_Shore,0.001255584313181,0.0039080658540631,2.29749495121549e-05,0.0037905654939298,haEWAS-specific
cg19415987,Total_PBB_Exposure_GSE116339,chr20,1844136,1844137,,,,7.96121837695791e-08,-0.0019503041710689,6.19487823252201e-05,-0.0012244232566891,Common
cg19428023,Total_PBB_Exposure_GSE116339,chr7,7272765,7272766,C1GALT1,5'UTR,,0.352921901415384,-0.0008722481510703,3.47504054367102e-05,0.0024903367969587,haEWAS-specific
cg19430243,Total_PBB_Exposure_GSE116339,chr3,40647406,40647407,,,,0.0169755702958108,-0.0014884683579578,0.0001499063468515,0.0010765389639604,haEWAS-specific
cg19436879,Total_PBB_Exposure_GSE116339,chr5,133410312,133410313,,,S_Shelf,4.59400425075533e-07,-0.0034251615745124,0.0004932565972653,-0.0020085419797316,EWAS-specific
cg19441529,Total_PBB_Exposure_GSE116339,chrX,49012819,49012820,,,Island,0.147680366148566,-0.0010853076016114,7.6013554955438e-05,-0.0027139189123226,haEWAS-specific
cg19442201,Total_PBB_Exposure_GSE116339,chr15,40572550,40572551,,,Island,0.0032605979421245,0.0039474996201911,1.66614698247342e-07,-0.0073031650911419,haEWAS-specific
cg19449111,Total_PBB_Exposure_GSE116339,chr2,55585089,55585090,CCDC88A;CCDC88A;CCDC88A,Body;Body;Body,,0.0003707456873724,-0.0038081306823565,3.18164400847465e-05,-0.0041555559208279,haEWAS-specific
cg19452633,Total_PBB_Exposure_GSE116339,chr17,42164476,42164477,HDAC5;HDAC5,Body;Body,,0.0069755002384968,0.0022930608662565,9.28480275091548e-07,-0.0032964701758343,haEWAS-specific
cg19452754,Total_PBB_Exposure_GSE116339,chr3,58487342,58487343,KCTD6;KCTD6,Body;Body,,0.0027602035497098,0.0022888233880252,9.07736077947595e-05,0.0029682438776572,haEWAS-specific
cg19454397,Total_PBB_Exposure_GSE116339,chr6,109080588,109080589,LINC00222,Body,,0.0013156451058615,-0.0023527124715308,2.21238765437609e-06,0.0022859085990638,haEWAS-specific
cg19478129,Total_PBB_Exposure_GSE116339,chr1,2985131,2985132,PRDM16;PRDM16;LINC00982;LINC00982,TSS1500;TSS1500;TSS1500;TSS1500,Island,0.0056903280886037,0.0021128542730421,0.0001120973983321,-0.0001026621622418,haEWAS-specific
cg19480263,Total_PBB_Exposure_GSE116339,chr7,5743854,5743855,RNF216;RNF216,Body;Body,,0.0129192771286187,-0.0036910886600731,1.9352144647741e-16,0.0142823490272767,haEWAS-specific
cg19485002,Total_PBB_Exposure_GSE116339,chr1,220670707,220670708,,,,0.0004009215604867,0.0031237904036221,1.57222654028693e-05,0.0033467736961634,haEWAS-specific
cg19507405,Total_PBB_Exposure_GSE116339,chr18,551844,551845,,,,2.0770611700829e-06,0.0032050582945912,7.00776152401149e-07,0.0028820359017466,Common
cg19509330,Total_PBB_Exposure_GSE116339,chr6,50692371,50692372,TFAP2D,Body,Island,0.0001547385205778,0.0032099080650204,3.93616610871961e-08,0.0008480360260677,haEWAS-specific
cg19521718,Total_PBB_Exposure_GSE116339,chr19,39672548,39672549,,,,2.00383821957066e-05,-0.0022027462352362,0.0009299155174583,-0.0014944240540046,EWAS-specific
cg19525078,Total_PBB_Exposure_GSE116339,chr12,29581042,29581043,OVCH1,Body,,0.0057087235961033,0.001771075824577,2.47970434914873e-05,0.0024811896030035,haEWAS-specific
cg19526626,Total_PBB_Exposure_GSE116339,chr19,11909408,11909409,ZNF491;ZNF491,1stExon;5'UTR,Island,0.0118007530209933,0.0014756971555216,2.25498197803088e-05,0.0010242607560493,haEWAS-specific
cg19528502,Total_PBB_Exposure_GSE116339,chrX,100663176,100663177,HNRNPH2;HNRNPH2;GLA,TSS200;TSS200;TSS200,Island,0.610733469413059,-0.000464716884148,8.47958828532491e-05,-0.0030107957773464,haEWAS-specific
cg19558710,Total_PBB_Exposure_GSE116339,chr3,156618155,156618156,LEKR1;LEKR1,Body;Body,,0.0133037228508511,0.0029295281956883,1.59742812747084e-07,-0.0019376996082779,haEWAS-specific
cg19558933,Total_PBB_Exposure_GSE116339,chr11,134632242,134632243,,,Island,0.0060569185718741,0.0072559858740793,5.00523327992757e-05,-0.0095398405785917,haEWAS-specific
cg19568115,Total_PBB_Exposure_GSE116339,chr14,70830156,70830157,,,S_Shelf,0.0049417737615795,0.0044036639622133,6.11331186141803e-05,0.0054025578673701,haEWAS-specific
cg19569526,Total_PBB_Exposure_GSE116339,chr5,155754265,155754266,SGCD;SGCD;SGCD,5'UTR;5'UTR;5'UTR,,4.16552542358129e-06,0.0091153538517376,6.17484236832713e-12,0.0262640257718036,Common
cg19570940,Total_PBB_Exposure_GSE116339,chr5,73331567,73331568,,,,5.8207720403958e-05,0.0035404944758608,3.7760697177929e-06,0.0009059247302377,haEWAS-specific
cg19572876,Total_PBB_Exposure_GSE116339,chr1,112938648,112938649,CTTNBP2NL,TSS200,Island,9.16635704373802e-06,-0.0024335507387008,1.0,0.0,EWAS-specific
cg19577324,Total_PBB_Exposure_GSE116339,chr2,217362950,217362951,RPL37A,TSS1500,N_Shore,0.560119802877429,0.000361913830705,2.62215033974704e-05,-0.0001851109766279,haEWAS-specific
cg19589184,Total_PBB_Exposure_GSE116339,chr15,75391293,75391294,,,,6.25263048227369e-06,-0.0033450917921415,0.0002544838446975,-0.0031125738872371,EWAS-specific
cg19591077,Total_PBB_Exposure_GSE116339,chr7,66368242,66368243,,,N_Shore,0.0103289325575947,-0.0019639080814481,8.047911690837589e-22,-0.0118134782665424,haEWAS-specific
cg19592071,Total_PBB_Exposure_GSE116339,chr14,101034330,101034331,BEGAIN;BEGAIN;BEGAIN,1stExon;5'UTR;5'UTR,Island,0.0001453833279144,0.0026069128408183,1.95363296041648e-13,0.0005569641554559,haEWAS-specific
cg19593182,Total_PBB_Exposure_GSE116339,chr6,30176076,30176077,TRIM26,5'UTR,,3.57205462074194e-07,-0.005790660024228,1.0,0.0,EWAS-specific
cg19602670,Total_PBB_Exposure_GSE116339,chr2,39095333,39095334,DHX57;DHX57,ExonBnd;Body,,1.33503779618323e-06,0.0044583161037836,1.02562416857957e-05,0.0032864284805455,Common
cg19620080,Total_PBB_Exposure_GSE116339,chr2,109827442,109827443,SH3RF3,Body,,0.341906484339401,-0.0006116546285937,5.36455517550017e-05,-0.000759822379436,haEWAS-specific
cg19635644,Total_PBB_Exposure_GSE116339,chr13,100007277,100007278,UBAC2;MIR623;UBAC2;UBAC2,Body;TSS1500;Body;Body,,0.0147070452570585,0.0018217961190393,1.35797773137635e-05,-0.0019520161228298,haEWAS-specific
cg19650738,Total_PBB_Exposure_GSE116339,chr17,45732671,45732672,KPNB1;KPNB1,5'UTR;Body,,0.0035940095652054,-0.0025465451484795,2.65926130231053e-05,0.0018891852792554,haEWAS-specific
cg19653345,Total_PBB_Exposure_GSE116339,chr22,44577222,44577223,PARVG;PARVG;PARVG;PARVG;PARVG;PARVG,5'UTR;Body;TSS200;Body;Body;5'UTR,,0.0050875984677373,0.0018498499996146,1.31689236047106e-05,0.0008436380667441,haEWAS-specific
cg19661052,Total_PBB_Exposure_GSE116339,chr15,74604843,74604844,CCDC33,Body,,0.312586813159195,-0.0010198009533668,3.9080053205075794e-11,-0.0068079092367744,haEWAS-specific
cg19671318,Total_PBB_Exposure_GSE116339,chr17,65059309,65059310,,,,0.002405747787537,-0.0031263275504581,1.28905242082103e-06,0.0032590786353018,haEWAS-specific
cg19697512,Total_PBB_Exposure_GSE116339,chr15,75328836,75328837,PPCDC,Body,,0.0020687688490282,0.0023975060677545,7.0852140939499e-05,-0.0017698817172626,haEWAS-specific
cg19716304,Total_PBB_Exposure_GSE116339,chr12,122399758,122399759,WDR66;WDR66,Body;Body,,1.98600933965867e-05,0.0046122956519125,0.0003631621889241,0.0032316931267087,EWAS-specific
cg19732084,Total_PBB_Exposure_GSE116339,chr16,81634874,81634875,CMIP;CMIP,Body;Body,,0.0003430963793632,-0.0022628623849317,1.010175289883e-06,0.0027867430987002,haEWAS-specific
cg19734015,Total_PBB_Exposure_GSE116339,chr7,94284432,94284433,SGCE;SGCE;PEG10;SGCE;PEG10,Body;Body;TSS1500;Body;TSS1500,N_Shore,1.70148070555733e-06,0.0031192325979757,0.0010613367144117,0.0007146280649257,EWAS-specific
cg19736608,Total_PBB_Exposure_GSE116339,chr4,47840050,47840051,CORIN;CORIN,5'UTR;1stExon,S_Shore,0.0001744321090299,0.003078755877538,4.66939206234104e-06,0.0024991312200977,haEWAS-specific
cg19745553,Total_PBB_Exposure_GSE116339,chr4,185480871,185480872,,,,8.87278592095606e-05,-0.0023033321900226,1.06716031674345e-06,-0.0020131400809011,haEWAS-specific
cg19749200,Total_PBB_Exposure_GSE116339,chr1,52854943,52854944,ORC1;ORC1;ORC1,Body;Body;Body,,0.0246457063523656,0.0021465148460653,2.45066604343062e-06,-0.0033225829054289,haEWAS-specific
cg19755857,Total_PBB_Exposure_GSE116339,chr22,39575537,39575538,,,,6.24344377643931e-05,-0.0030030581481988,5.15157870411127e-05,0.0018233338462243,haEWAS-specific
cg19760729,Total_PBB_Exposure_GSE116339,chr3,149756900,149756901,,,,5.57493788594171e-07,0.0037187844712208,1.58513787590738e-05,-0.0026654886662419,Common
cg19775091,Total_PBB_Exposure_GSE116339,chr6,34759539,34759540,UHRF1BP1,TSS1500,Island,2.39364896978915e-05,0.0022260677147959,0.215380283263373,0.000267852629097,EWAS-specific
cg19775958,Total_PBB_Exposure_GSE116339,chr3,53782994,53782995,CACNA1D;CACNA1D;CACNA1D,Body;Body;Body,,0.319336743773218,-0.0006979419697223,2.28483652045766e-05,-0.0004971826199985,haEWAS-specific
cg19782598,Total_PBB_Exposure_GSE116339,chr13,78315285,78315286,SLAIN1;SLAIN1;SLAIN1;SLAIN1;SLAIN1;SLAIN1,TSS200;TSS200;TSS200;TSS200;Body;Body,,0.0055205385041531,-0.0030956854412044,7.18390861261137e-05,-0.0038943109754736,haEWAS-specific
cg19794536,Total_PBB_Exposure_GSE116339,chr1,17956700,17956701,ARHGEF10L;ARHGEF10L,Body;Body,,9.00788312525402e-05,0.002098387857626,1.83484645384983e-05,0.00221426134156,haEWAS-specific
cg19800061,Total_PBB_Exposure_GSE116339,chr3,65940361,65940362,MAGI1;MAGI1;MAGI1,Body;Body;Body,,0.158088795633637,0.0014817920844702,9.03348931717944e-05,0.004065105788537,haEWAS-specific
cg19802993,Total_PBB_Exposure_GSE116339,chr9,1926754,1926755,,,,0.0133688548900592,0.0024904516946865,1.01410866794782e-05,-0.0018578908304761,haEWAS-specific
cg19824502,Total_PBB_Exposure_GSE116339,chr2,175615819,175615820,CHRNA1;CHRNA1,Body;Body,,0.0032709898535151,-0.0026330062823308,2.4270325272368097e-11,-0.000483203032829,haEWAS-specific
cg19828049,Total_PBB_Exposure_GSE116339,chr15,70819120,70819121,,,,0.0877678735832054,0.0020569684523373,7.80511367683715e-05,0.0050074591873649,haEWAS-specific
cg19840812,Total_PBB_Exposure_GSE116339,chr13,30992018,30992019,,,N_Shelf,0.007713233535362,-0.0025999023870902,1.05788331133723e-06,-0.004098542379025,haEWAS-specific
cg19851529,Total_PBB_Exposure_GSE116339,chr19,24000528,24000529,RPSAP58,Body,,0.0045468703412952,0.0040710500706816,6.30844869753564e-05,-0.0027083113560135,haEWAS-specific
cg19858463,Total_PBB_Exposure_GSE116339,chr6,43166460,43166461,CUL9,Body,,0.149742508728978,0.0013988003015863,7.0318687766223e-06,-0.015886643160588,haEWAS-specific
cg19917070,Total_PBB_Exposure_GSE116339,chr2,37024597,37024598,VIT;VIT;VIT;VIT,Body;Body;Body;Body,,0.125984769252796,0.00058020027731,6.23556398650086e-05,0.0011943661701325,haEWAS-specific
cg19918027,Total_PBB_Exposure_GSE116339,chr3,123987645,123987646,KALRN;KALRN,Body;Body,N_Shore,0.0014569342037433,0.0024222784339572,3.46867140329318e-05,-0.0020229860395812,haEWAS-specific
cg19928294,Total_PBB_Exposure_GSE116339,chr6,102943909,102943910,,,,2.38401300857536e-06,0.004142171971294,2.41732576090832e-08,0.002127710926429,Common
cg19928377,Total_PBB_Exposure_GSE116339,chr5,140249735,140249736,PCDHA6;PCDHA2;PCDHA1;PCDHA9;PCDHA7;PCDHA1;PCDHA6;PCDHA5;PCDHA11;PCDHA11;PCDHA10;PCDHA3;PCDHA4;PCDHA10;PCDHA8,Body;Body;Body;Body;Body;Body;Body;Body;1stExon;1stExon;Body;Body;Body;Body;Body,Island,0.149401873238742,0.0022504755555881,2.57227041304901e-05,-0.0048220623614507,haEWAS-specific
cg19935718,Total_PBB_Exposure_GSE116339,chr10,125802965,125802966,CHST15;CHST15;CHST15;CHST15,Body;Body;Body;Body,N_Shore,0.0669688141031991,-0.0017634625628992,5.10687704306319e-05,-0.0018311672571104,haEWAS-specific
cg19938522,Total_PBB_Exposure_GSE116339,chr5,170184555,170184556,,,,0.0011844224143552,0.0031981722820957,8.0309679063392e-05,-0.0026387443228161,haEWAS-specific
cg19939969,Total_PBB_Exposure_GSE116339,chr1,209801351,209801352,LAMB3;LAMB3;LAMB3,Body;Body;Body,S_Shore,0.0016141485587419,-0.0032321712939165,0.0001127117222878,0.0007167548717096,haEWAS-specific
cg19945554,Total_PBB_Exposure_GSE116339,chr15,100913842,100913843,,,Island,0.0003453967743119,-0.0037945365849234,3.21073033126684e-05,-0.0011325967792339,haEWAS-specific
cg19972039,Total_PBB_Exposure_GSE116339,chr3,187420021,187420022,RTP2;RTP2;LOC100131635,1stExon;5'UTR;TSS200,S_Shelf,1.23160983443555e-05,-0.0034483462251923,6.09834667208741e-05,-0.002414515568514,Common
cg19979453,Total_PBB_Exposure_GSE116339,chr2,18426191,18426192,,,,8.65262669158263e-06,0.0059290947287268,4.58957890105836e-06,0.0052206987653564,Common
cg19989827,Total_PBB_Exposure_GSE116339,chr11,128106067,128106068,,,,0.991782069158979,-5.42333309500286e-06,0.0001379728267238,0.000243699670906,haEWAS-specific
cg20000468,Total_PBB_Exposure_GSE116339,chr21,34601686,34601687,IFNAR2;IFNAR2;IFNAR2,TSS1500;TSS1500;TSS1500,N_Shore,0.0059255490535701,0.0024562440128361,9.16943803568687e-10,0.0021010493512529,haEWAS-specific
cg20011360,Total_PBB_Exposure_GSE116339,chr4,37585660,37585661,C4orf19;C4orf19,TSS200;5'UTR,,0.0577750718676058,0.0040623520786126,6.76159134889067e-06,-0.0015594172252453,haEWAS-specific
cg20018106,Total_PBB_Exposure_GSE116339,chr4,21768009,21768010,KCNIP4,5'UTR,,0.150890997591045,-0.0021823112111266,9.61265790992792e-05,0.002907543372171,haEWAS-specific
cg20024757,Total_PBB_Exposure_GSE116339,chr8,140786208,140786209,TRAPPC9;TRAPPC9,Body;Body,,0.0412752141453477,0.0012039204627146,5.08465996699601e-06,-0.0020147011506999,haEWAS-specific
cg20025135,Total_PBB_Exposure_GSE116339,chr4,107446698,107446699,,,,0.0117819369170669,-0.0025784460690551,3.76054469221573e-05,-0.0078479239817239,haEWAS-specific
cg20029988,Total_PBB_Exposure_GSE116339,chr14,74127375,74127376,DNAL1;DNAL1,Body;Body,,0.012784277520241,0.0025497042157726,3.92650600426251e-05,0.0035056059342387,haEWAS-specific
cg20040972,Total_PBB_Exposure_GSE116339,chr20,41897799,41897800,,,,0.0183126532964675,0.0011005496135593,1.93583689386279e-05,-0.0012177656252246,haEWAS-specific
cg20057595,Total_PBB_Exposure_GSE116339,chrX,30907727,30907728,MAP3K7IP3,TSS1500,Island,0.0225677412901687,-0.0022054527521481,2.30350844385785e-05,-0.0031687265115324,haEWAS-specific
cg20060598,Total_PBB_Exposure_GSE116339,chr4,1041450,1041451,,,N_Shore,0.0403764744280073,0.0020557117548166,7.41399095476289e-08,0.0199348521716021,haEWAS-specific
cg20061790,Total_PBB_Exposure_GSE116339,chr5,123218543,123218544,,,,0.262961828438512,0.0042454145236835,4.82444656182399e-06,-0.0154076426138593,haEWAS-specific
cg20070852,Total_PBB_Exposure_GSE116339,chr17,55623441,55623442,MSI2;MSI2,Body;Body,,0.001950011694074,-0.0040057871536161,3.28074963285831e-06,-0.026853758363385,haEWAS-specific
cg20083839,Total_PBB_Exposure_GSE116339,chr20,57485940,57485941,GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS;GNAS,3'UTR;3'UTR;3'UTR;3'UTR;3'UTR;Body;3'UTR;3'UTR,,0.0789309934909587,0.0018421015356748,2.75990794535623e-06,-0.0033227872144514,haEWAS-specific
cg20085573,Total_PBB_Exposure_GSE116339,chr2,219105226,219105227,ARPC2;ARPC2,Body;Body,,0.0007076804715727,0.0027498253971198,2.26522153100639e-05,0.0028459504084112,haEWAS-specific
cg20086888,Total_PBB_Exposure_GSE116339,chr19,42806146,42806147,PRR19;PAFAH1B3;PAFAH1B3;PAFAH1B3,TSS200;Body;Body;Body,Island,9.67288554070015e-05,0.0026353380617112,1.88158015369527e-06,0.0012063191378139,haEWAS-specific
cg20100014,Total_PBB_Exposure_GSE116339,chr17,78652796,78652797,RPTOR;RPTOR,Body;Body,,0.0001166036925577,-0.0068747449983821,8.18545948621479e-06,-0.0073818434698767,haEWAS-specific
cg20101501,Total_PBB_Exposure_GSE116339,chr16,56225848,56225849,LOC283856;GNAO1;GNAO1;GNAO1;GNAO1,TSS1500;5'UTR;5'UTR;1stExon;1stExon,Island,8.34964025532547e-05,-0.0020145383425078,5.53781025969928e-08,-7.58055902435449e-05,haEWAS-specific
cg20116420,Total_PBB_Exposure_GSE116339,chr13,78272830,78272831,MIR3665;SLAIN1;SLAIN1,TSS1500;TSS200;Body,Island,3.7209151600435e-05,0.0020635353142946,3.13290027800168e-06,0.0003963661558234,haEWAS-specific
cg20120848,Total_PBB_Exposure_GSE116339,chr6,125918933,125918934,,,,0.0252516545951665,0.0025617329533866,9.4816105646534e-05,-0.0029769684261816,haEWAS-specific
cg20122786,Total_PBB_Exposure_GSE116339,chr14,81687989,81687990,GTF2A1;GTF2A1;GTF2A1,TSS1500;TSS1500;TSS1500,S_Shore,0.0246712722709947,0.0021707243349335,8.1325434273554e-05,0.0033082962509823,haEWAS-specific
cg20124188,Total_PBB_Exposure_GSE116339,chr17,6348200,6348201,FAM64A,5'UTR,S_Shore,0.0060587487934485,-0.0019692855543585,4.50379483515448e-07,-0.0002102364206726,haEWAS-specific
cg20124409,Total_PBB_Exposure_GSE116339,chr22,42980637,42980638,POLDIP3;POLDIP3,3'UTR;3'UTR,S_Shelf,0.955186177650699,9.15750611720284e-05,1.51051268250149e-05,0.0049770239026191,haEWAS-specific
cg20128809,Total_PBB_Exposure_GSE116339,chr7,47622279,47622280,TNS3,TSS1500,S_Shore,0.227922567527601,-0.0010972479025582,8.88766485497008e-05,-0.0002351567748585,haEWAS-specific
cg20137551,Total_PBB_Exposure_GSE116339,chr5,92500675,92500676,,,,0.100397618916682,-0.0025315057619576,2.13984569038007e-05,0.0041038895285178,haEWAS-specific
cg20138726,Total_PBB_Exposure_GSE116339,chr8,16461693,16461694,,,,2.67673284679694e-06,0.0068650315376278,0.0002008195731,0.0019422629786839,EWAS-specific
cg20143841,Total_PBB_Exposure_GSE116339,chr3,123411905,123411906,MYLK;MYLK;MYLK;MYLK,Body;Body;Body;Body,,0.0400586291328581,-0.001782278776984,2.9779720596843502e-09,0.0034102735395579,haEWAS-specific
cg20186385,Total_PBB_Exposure_GSE116339,chr15,74098362,74098363,,,,0.0019153439116312,0.0030831798283356,7.98275085231399e-05,-0.002535717697111,haEWAS-specific
cg20190772,Total_PBB_Exposure_GSE116339,chr8,48572496,48572497,KIAA0146,Body,,0.354912044259684,-0.0014058140460374,0.0001061001560785,-0.0011111794881489,haEWAS-specific
cg20208952,Total_PBB_Exposure_GSE116339,chr19,37997473,37997474,ZNF793;ZNF793-AS1,TSS1500;Body,N_Shore,0.0488616818037653,0.0017019010484472,2.77595003979445e-05,0.0015978158296901,haEWAS-specific
cg20210480,Total_PBB_Exposure_GSE116339,chr5,112459679,112459680,MCC;MCC,Body;Body,,0.0004221039023999,-0.0044631256126849,1.31766145167303e-06,-0.0045063733238651,haEWAS-specific
cg20226074,Total_PBB_Exposure_GSE116339,chr1,108559271,108559272,,,,0.0691400536020859,0.0012455963911947,5.68976692595681e-05,0.0023779416207651,haEWAS-specific
cg20232986,Total_PBB_Exposure_GSE116339,chr6,100915767,100915768,,,Island,0.21640523206635,0.0011916005197608,8.41252188867258e-06,0.0002784055417902,haEWAS-specific
cg20237752,Total_PBB_Exposure_GSE116339,chr5,124080227,124080228,ZNF608,1stExon,,0.0103407747084496,-0.0021566740650536,4.0828019215454e-07,-0.0005962983181262,haEWAS-specific
cg20247486,Total_PBB_Exposure_GSE116339,chr1,119544329,119544330,,,Island,0.260650201970569,0.0007475848103713,1.07712771182411e-05,-0.0002937683439403,haEWAS-specific
cg20249277,Total_PBB_Exposure_GSE116339,chr7,112120877,112120878,C7orf53;C7orf53,TSS200;TSS200,,0.0001080059968949,-0.0026271571159042,0.0001326570960863,0.0019203117030482,haEWAS-specific
cg20256629,Total_PBB_Exposure_GSE116339,chr18,5894874,5894875,,,Island,0.191815968541879,0.0009279996377312,3.77126693330949e-05,0.0006395009365916,haEWAS-specific
cg20265013,Total_PBB_Exposure_GSE116339,chr8,29463359,29463360,,,,9.63135095524869e-05,-0.0036382935882754,5.5016904039637e-05,0.0021085901258123,haEWAS-specific
cg20265726,Total_PBB_Exposure_GSE116339,chr14,55914187,55914188,,,,0.116145696740633,-0.001815331247262,5.15372119825476e-05,0.0029262464384079,haEWAS-specific
cg20271517,Total_PBB_Exposure_GSE116339,chr4,156129862,156129863,NPY2R;NPY2R,5'UTR;1stExon,Island,0.92493691176129,-8.31606438573774e-05,0.0001042666707015,0.0001954452556365,haEWAS-specific
cg20283505,Total_PBB_Exposure_GSE116339,chr1,175490611,175490612,TNR,5'UTR,,0.0366285866492477,-0.0021450227118108,9.47136229202021e-05,0.0021354417904314,haEWAS-specific
cg20307496,Total_PBB_Exposure_GSE116339,chr22,37955927,37955928,CDC42EP1,TSS1500,N_Shore,2.37086207036804e-05,-0.0034508926848129,0.000364097571323,-0.0034388401302103,EWAS-specific
cg20322447,Total_PBB_Exposure_GSE116339,chr2,24347113,24347114,FAM228B;FAM228B;PFN4;FAM228B,5'UTR;5'UTR;TSS1500;Body,S_Shore,0.468890942184925,-0.0003392934135093,4.51656314683796e-06,-0.0005672464121429,haEWAS-specific
cg20327543,Total_PBB_Exposure_GSE116339,chr7,87846192,87846193,SRI;SRI,Body;Body,N_Shelf,0.0085685200970816,-0.0027427909425257,1.17117807125144e-11,-0.0035366028845414,haEWAS-specific
cg20332756,Total_PBB_Exposure_GSE116339,chr8,79650977,79650978,IL7;IL7;IL7;IL7,Body;Body;Body;Body,,0.0043715697396633,0.0028579318407984,2.53673257041658e-05,0.0035683038214674,haEWAS-specific
cg20347139,Total_PBB_Exposure_GSE116339,chr7,56605835,56605836,,,,0.552570590323358,0.0006860602950705,3.0296653949796e-05,-0.0016423823609599,haEWAS-specific
cg20348344,Total_PBB_Exposure_GSE116339,chrX,39951468,39951469,BCOR;BCOR;BCOR;BCOR,5'UTR;5'UTR;5'UTR;5'UTR,Island,0.178285510158422,0.0011819722169813,1.40958629937945e-06,0.0046990432373045,haEWAS-specific
cg20348588,Total_PBB_Exposure_GSE116339,chr8,96517622,96517623,C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1;C8orf37-AS1,Body;Body;Body;Body;Body;Body;Body;Body;Body,,0.0890469988892506,0.002124226568542,5.94388441041634e-06,-0.0046999762963311,haEWAS-specific
cg20357806,Total_PBB_Exposure_GSE116339,chr4,74853779,74853780,PPBP,1stExon,,0.0002619591318976,0.0030527709398908,6.20611041424968e-07,-0.001151448171625,haEWAS-specific
cg20359994,Total_PBB_Exposure_GSE116339,chr6,27599141,27599142,,,Island,0.0002052896775794,0.0027330563940079,2.5754900958806e-05,0.0016554864485896,haEWAS-specific
cg20365551,Total_PBB_Exposure_GSE116339,chrX,54784768,54784769,ITIH6,Body,,4.07862283897681e-10,-0.0090247274455661,0.362085288154703,0.000950083461405,EWAS-specific
